2.477926131591376979e-01,1.965075404698481965e-01,1.093819686522785051e-01,1.886641987520574215e-01,2.576536789666782346e-01
2.484349288379590348e-01,1.985565881353213435e-01,1.064184560235527099e-01,1.901133248162442946e-01,2.564767021869227004e-01
2.472693815041810961e-01,1.993974105492464233e-01,1.103095983905033467e-01,1.892057691784286289e-01,2.538178403776406022e-01
2.484471595129033039e-01,1.956655494684834962e-01,1.082563287126041135e-01,1.889814187315300986e-01,2.586495435744790572e-01
2.471576400933158391e-01,1.971172958018688470e-01,1.113475681792036320e-01,1.882611034442118192e-01,2.561163924813998349e-01
2.477260778984083645e-01,1.970033476644952875e-01,1.115674883737353407e-01,1.876795978886193761e-01,2.560234881747416869e-01
2.467094798417048263e-01,1.983644425883974161e-01,1.116265354244996427e-01,1.879581871001826665e-01,2.553413550452154346e-01
2.449478251216382907e-01,1.988305787301962446e-01,1.164259264322686921e-01,1.878065419934271119e-01,2.519891277224697301e-01
2.478619795936586878e-01,1.980581254433658178e-01,1.093365743109215166e-01,1.884609002182253690e-01,2.562824204338286505e-01
2.501323681221449546e-01,1.977672066410230689e-01,1.032880882176697435e-01,1.908384459609159534e-01,2.579738910582462519e-01
2.470109052122965165e-01,1.954176637135108252e-01,1.119787314863900651e-01,1.876415532434988487e-01,2.579511463443037722e-01
2.474880961948319191e-01,1.951893436002551385e-01,1.124509056870940382e-01,1.874534579497129094e-01,2.574181965681059947e-01
2.492907672201844504e-01,1.966759316757195342e-01,1.050096799009141574e-01,1.896582296991859984e-01,2.593653915039959013e-01
2.467177867604921915e-01,1.972687831872071695e-01,1.126520169627866497e-01,1.877968944825006981e-01,2.555645186070134023e-01
2.472381426985202912e-01,1.969023060984794460e-01,1.109816007215233408e-01,1.883115861162275861e-01,2.565663643652494885e-01
2.488929913794516169e-01,1.968203005142847850e-01,1.067580287328735028e-01,1.892030136056669920e-01,2.583256657677231449e-01
2.482978525787642443e-01,1.962233721764606309e-01,1.093924851398178633e-01,1.881718445640160609e-01,2.579144455409410619e-01
2.461245663779425275e-01,1.946291192785805368e-01,1.142304175364886321e-01,1.873314664025039489e-01,2.576844304044844103e-01
2.490815145325989965e-01,1.937826625205428810e-01,1.077046371810011505e-01,1.880386624744530555e-01,2.613925232914039443e-01
2.474487543199515305e-01,1.971482127804684292e-01,1.100382129753635918e-01,1.890823067599839424e-01,2.562825131642326171e-01
2.456731900375414279e-01,1.966930268060408105e-01,1.155342509458758965e-01,1.870300478185203674e-01,2.550694843920216504e-01
2.488569597745735329e-01,1.959374014439286549e-01,1.074103097084257441e-01,1.888276226911107802e-01,2.589677063819612601e-01
2.479474470234621364e-01,1.962324227447466984e-01,1.098154997726290272e-01,1.886310887738332498e-01,2.573735416853288882e-01
2.476637769961947122e-01,1.973558357860713819e-01,1.107177625816027494e-01,1.884588533795092946e-01,2.558037712566218480e-01
2.493693423123012620e-01,1.963163007048967512e-01,1.058143709785498571e-01,1.893609284559058525e-01,2.591390575483462633e-01
2.481297804434838550e-01,1.960357589005789214e-01,1.090016117108305593e-01,1.882284649811817312e-01,2.586043839639250441e-01
2.477086928264842225e-01,1.979202505253564726e-01,1.092549654295850992e-01,1.894187827928778545e-01,2.556973084256963791e-01
2.492264206844821695e-01,1.948134237976396899e-01,1.065125391141814176e-01,1.887481079628567371e-01,2.606995084408401109e-01
2.476295620130330444e-01,1.958898244242110176e-01,1.096535852607842393e-01,1.881152970550910020e-01,2.587117312468806829e-01
2.495083381679747692e-01,1.951419470120280553e-01,1.043436912220105373e-01,1.896057458993027633e-01,2.614002776986839027e-01
2.476742479489105198e-01,1.962720081674268480e-01,1.107574211488565330e-01,1.884084476114708528e-01,2.568878751233353297e-01
2.477055092999255470e-01,1.973341040494266396e-01,1.091053721377355235e-01,1.885930848497059387e-01,2.572619296632063790e-01
2.467352694476367125e-01,1.970675269127258322e-01,1.123878554890540005e-01,1.878557229009518159e-01,2.559536252496316111e-01
2.469748403541402737e-01,1.943923986005932358e-01,1.122727495859254382e-01,1.873176596685162953e-01,2.590423517908248541e-01
2.486777036621533599e-01,1.961288259938871181e-01,1.079594377408843869e-01,1.887242995697589187e-01,2.585097330333162580e-01
2.480895190088901747e-01,1.960894752323794066e-01,1.100617386418471372e-01,1.886203341126149180e-01,2.571389330042684329e-01
2.456675780898895101e-01,1.981952003378716354e-01,1.139849540761117691e-01,1.879688559335718212e-01,2.541834115625553059e-01
2.468253887993399065e-01,1.965582269455096731e-01,1.121333062013011306e-01,1.878360772450081706e-01,2.566470008088412302e-01
2.471448044500446917e-01,1.980800302230357468e-01,1.127113753910543026e-01,1.874991124525220709e-01,2.545646774833432158e-01
2.456675635502700572e-01,1.986720239419577927e-01,1.147966100789388766e-01,1.878642374983927887e-01,2.529995649304404015e-01
2.486651392820332929e-01,1.979127440813559236e-01,1.056525309872843876e-01,1.895176256356407851e-01,2.582519600136856663e-01
2.477011519451300658e-01,1.966025696346588303e-01,1.104436687222631747e-01,1.877308946642813059e-01,2.575217150336667205e-01
2.483784303150127770e-01,1.973306634553917416e-01,1.079878164019517917e-01,1.886169852646658318e-01,2.576861045629779134e-01
2.476913375746062351e-01,1.956733586173612371e-01,1.103437316704642679e-01,1.884911119745525387e-01,2.578004601630156656e-01
2.458820665988444010e-01,2.008915936007497072e-01,1.128855464910594741e-01,1.888093220156761287e-01,2.515314712936703168e-01
2.472360374161092222e-01,1.970094555318472884e-01,1.118716318075394511e-01,1.876651483607801874e-01,2.562177268837239064e-01
2.470692210680808520e-01,1.963346283831768624e-01,1.116022924601744182e-01,1.878730775525424557e-01,2.571207805360254395e-01
2.468469134405320009e-01,1.964629688463721824e-01,1.131086397128583942e-01,1.878059667447026793e-01,2.557755112555347710e-01
2.467968268635427898e-01,1.974343168627382406e-01,1.118807672818958182e-01,1.880613597884826238e-01,2.558267292033406526e-01
2.469879913764364276e-01,1.961153317840971522e-01,1.121553311815425558e-01,1.878606313371537495e-01,2.568807143207701982e-01
2.469775156932671745e-01,1.967831736701946554e-01,1.118221127858960717e-01,1.877191789470063210e-01,2.566980189036358606e-01
2.486858881143247380e-01,1.965468671814461776e-01,1.079953338569164811e-01,1.885831195844402119e-01,2.581887912628723636e-01
2.488989760870082557e-01,1.919314181996343571e-01,1.080804191373035822e-01,1.871469793956574146e-01,2.639422071803964043e-01
2.473657687333831179e-01,1.965973187820880541e-01,1.106271808584224636e-01,1.875793937679049173e-01,2.578303378582015304e-01
2.488060845467011950e-01,1.923963531639192037e-01,1.085559692022889239e-01,1.883580976386755035e-01,2.618834954484152155e-01
2.487278802410453626e-01,1.972743418603578325e-01,1.060620308650969956e-01,1.895408316652035796e-01,2.583949153682962852e-01
2.496699480678080674e-01,1.950835423316046036e-01,1.055029701853281571e-01,1.890791473329352657e-01,2.606643920823239480e-01
2.471994003300409248e-01,1.961994206755209857e-01,1.103865337587532497e-01,1.887487719507979778e-01,2.574658732848870146e-01
2.462685591496742710e-01,1.947871978403698801e-01,1.150527098169307205e-01,1.858139389075982861e-01,2.580775942854269256e-01
2.474716538699438528e-01,1.972256147404948257e-01,1.101388943107998591e-01,1.889625231111938253e-01,2.562013139675676232e-01
